pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,15.821530196990352,None,space,2.7648694360104855,15.821530196990352,None,1,001,2019_Nov_23_1622,pitch discrimination task,3.2.4,59.96979561592783,
