pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,14.312335160997463,None,space,2.384365070000058,14.312335160997463,None,1,001,2019_Nov_23_1643,pitch discrimination task,3.2.4,59.98841264705283,
