text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.932091205992037,None,space,1.0337903769977856,16.932091205992037,None,1,001,2019_Nov_23_1606,pitch discrimination task,3.2.4,59.98217797563564,
