text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.195752327999799,None,space,0.5576775950030424,15.195752327999799,None,1,001,2019_Nov_23_1615,pitch discrimination task,3.2.4,60.03553382836347,
