text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.905021645012312,None,space,0.48723517599864863,14.905021645012312,None,1,001,2019_Nov_23_1611,pitch discrimination task,3.2.4,60.093377417643666,
