pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.84880089899525,None,space,1.1789290749875363,13.84880089899525,None,1,001,2019_Nov_23_1618,pitch discrimination task,3.2.4,60.014106919289695,
