pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.425827542989282,None,space,0.6117638830037322,13.425827542989282,None,1,001,2019_Nov_23_1634,pitch discrimination task,3.2.4,60.1045645111627,
