pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,14.761729235993698,None,space,0.6561339869804215,14.761729235993698,None,1,001,2019_Nov_23_1630,pitch discrimination task,3.2.4,60.07472443104513,
