pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,14.83841538100387,None,space,2.9061917310173158,14.83841538100387,None,1,001,2019_Nov_23_1623,pitch discrimination task,3.2.4,59.92369712096001,
