pract_trial.thisRepN,pract_trial.thisTrialN,pract_trial.thisN,pract_trial.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.77392928302288,None,space,0.6456579549994785,13.77392928302288,None,1,001,2019_Nov_23_1629,pitch discrimination task,3.2.4,60.064977448319745,
