trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound1,sound2,corrAns,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,184.2078944620007,None,space,2.304562938006711,184.2078944620007,None,1,001,2019_Nov_20_1659,pitch discrimination task,3.2.4,60.035675120958565,
